id,code,name,address,state,zone
1256,BWM,"Bhawani Mandi","Bhawani Mandi, Madhya Pradesh","Madhya Pradesh",WCR
1257,BWN,"Barddhaman Junction","Bardhaman, West Bengal","West Bengal",ER
1258,BWP,"Bhawanipur Kalan","Bhawanipur Kalan, Uttar Pradesh","Uttar Pradesh",NER
1259,BWPB,"Bhawanipur Bihar","Bhawanipur, Bihar",Bihar,NFR
1260,BWPL,"Balwant Pura Chelasi","Jhunjhunu, Rajasthan",Rajasthan,NWR
1261,BWR,"Barwa Sagar","Jhansi(0510-2440441), Uttar Pradesh","Uttar Pradesh",NCR
1262,BWRA,Bharatwada,"Nagpur, Maharashtra",Maharashtra,CR
1263,BWS,Badwasi,"MDR 69, Rajasthan",Rajasthan,NWR
1264,BWSN,Bijwasan,"Bijwasan, Delhi NCT","Delhi NCT",NR
1265,BWT,"Bangarapet Junction","Bangarapet, Karnataka",Karnataka,SWR
1266,BWV,Bhiwapur,"Bhiwapur, Maharashtra",Maharashtra,SECR
1267,BWW,Barwaha,"Barwah, Madhya Pradesh","Madhya Pradesh",WR
1268,BWX,"Bahman Diwana","Behman Diwana, Punjab",Punjab,NR
1269,BWZ,Baddowal,"Baddowa, Punjab",Punjab,NR
1270,BXA,Balod,"Balod, Chhattisgarh",Chhattisgarh,SECR
1271,BXB,Banga,"Nawan Shahar, Punjab",Punjab,NR
1272,BXC,Barwala,"Barwala, Haryana",Haryana,NR
1273,BXF,Barsuan,"Sundargarh, Odisha",Odisha,SER
1274,BXG,Bhanga,"National Highway 44, Assam",Assam,NFR
1275,BXJ,Bokajan,"Bokajan, Assam",Assam,NFR
1276,BXK,Bandarkhal,"Diakkawn Rd, Assam",Assam,NFR
1277,BXL,Bheduasol,"National Highway 60, West Bengal","West Bengal",SER
1278,BXLL,Billi,"Obra, Uttar Pradesh","Uttar Pradesh",ECR
1279,BXM,Belrayan,"Tikapur, Uttar Pradesh","Uttar Pradesh",NER
1280,BXN,"Bayana Junction","Bayana, Rajasthan",Rajasthan,WCR
1281,BXP,Barpathar,"Railway Station, Assam",Assam,NFR
1282,BXQ,Brundamal,"Jharsuguda, Orissa",Orissa,ECoR
1283,BXR,Buxar,"Buxar, Bihar",Bihar,ECR
1284,BXS,Pichchandarkovil,"Thiruchirapalli, Tamil Nadu","Tamil Nadu",SR
1285,BXT,Bamanhat,"Kurigram Nageshwari Rd, West Bengal","West Bengal",NFR
1286,BXY,Bordhal,"Amla, Madhya Pradesh","Madhya Pradesh",CR
1287,BY,Byculla,"Mumbai, Maharashtra",Maharashtra,CR
1288,BYC,"Bellary Cantt.","Bellary, Karnataka",Karnataka,SWR
1289,BYD,Byadgi,"National Highway 4, Karnataka",Karnataka,SWR
1290,BYH,Bhiti,"Handia, Uttar Pradesh","Uttar Pradesh",NER
1291,BYHA,"Barya Ram","THAKUR Rd, Uttar Pradesh","Uttar Pradesh",NR
1292,BYL,Belha,"Bilaspur, Chhattisgarh",Chhattisgarh,SECR
1293,BYN,Banahi,"Banahi, Bihar",Bihar,ECR
1294,BYNR,"Byndoor Mookambika Road","Baindur, Karnataka",Karnataka,KR
1295,BYP,Baijnathpur,"State Highway 59, Bihar",Bihar,ECR
1296,BYPL,Baiyyappanahalli,"Bengaluru, Karnataka",Karnataka,SWR
1297,BYR,Bhayandar,"Thane, Maharashtra",Maharashtra,WR
1298,BYS,Barsali,"Amla, Madhya Pradesh","Madhya Pradesh",CR
1299,BYSA,Basulyasutahata,"Haldia, West Bengal","West Bengal",SER
1300,BYT,Bhatapara,"Banjari Road, Chhattisgarh",Chhattisgarh,SECR
1301,BYXA,Betgara,"National Highway 31, West Bengal","West Bengal",NFR
1302,BYY,Byree,"Bairi, Orissa",Orissa,ECoR
1303,BZ,Bharur,"Sunam, Punjab",Punjab,NR
1304,BZA,"Vijayawada Junction","Vijayawada, Andhra Pradesh","Andhra Pradesh",SCR
1305,BZB,"Barra Bazar","Kolkata, West Bengal","West Bengal",ER
1306,BZE,Baseria,"Baseria, Jharkhand",Jharkhand,ECR
1307,BZG,Bilga,"Bilga, Punjab",Punjab,NR
1308,BZGT,Bazurghat,"Bazurghat, Assam",Assam,NFR
1309,BZJT,"Bazida Jatan","Maduban, Haryana",Haryana,NR
1310,BZK,"Bhaini Khurd","Bhaini Khurd Village, Haryana",Haryana,NR
1311,BZL,Belanagar,"National Highway 34, West Bengal","West Bengal",ER
1312,BZLE,Bazarsau,"Bazarsau, West Bengal","West Bengal",ER
1313,BZM,Bhimsen,"Kanpur, Uttar Pradesh","Uttar Pradesh",NCR
1314,BZN,Bagnan,"Bagnan, West Bengal","West Bengal",SER
1315,BZO,Barsola,"District Jind, Haryana",Haryana,NR
1316,BZR,Bisra,"Sundargarh, Orissa",Orissa,SER
1317,BZS,Bansjora,"Dhanbad, Jharkhand",Jharkhand,ECR
1318,BZU,Betul,"Betul, Madhya Pradesh","Madhya Pradesh",CR
1319,BZY,Basai,"Khaniyadhana(Gate ManMob. - 9452701575), Madhya Pradesh","Madhya Pradesh",NCR
1320,CAA,Chakia,"Chakia, Bihar",Bihar,ECR
1321,CAER,Chhanera,"Chhanera, Madhya Pradesh","Madhya Pradesh",WCR
1322,CAF,"Chanda Fort","Chandrapur, Maharashtra",Maharashtra,SECR
1323,CAG,"Chhabra Gugor","Baran, Rajasthan",Rajasthan,WCR
1324,CAI,Chanpatia,"Sikta-Mainatad Rd, Bihar",Bihar,ECR
1325,CAJ,"Chakraj Mal","Nagina, Uttar Pradesh","Uttar Pradesh",NR
1326,CAM,"Chhota Ambana","Dhanbad, Jharkhand",Jharkhand,ER
1327,CAMU,Chamua,"National Highway 28B, Bihar",Bihar,ECR
1328,CAN,"Kannur Main","Kannur, Kerala",Kerala,SR
1329,CAP,Chatrapur,"Chatrapur, Orissa",Orissa,ECoR
1330,CAPC,"Chatrapur Court","Chatrapur, Orissa",Orissa,ECoR
1331,CAPE,Kanniyakumari,"Kanyakumari, Tamil Nadu","Tamil Nadu",SR
1332,CAR,Chunar,"Chunar, Uttar Pradesh","Uttar Pradesh",NCR
1333,CAS,"Chas Road","National Highway 32, West Bengal","West Bengal",SER
1334,CAT,"Chattar Hat","Chattar, West Bengal","West Bengal",NFR
1335,CATA,"Chhata Aschaura","Girija Bhavan, Bihar",Bihar,NER
1336,CATD,Chataud,,,SECR
1337,CAZ,Chauhani,"Shajapur, Madhya Pradesh","Madhya Pradesh",WCR
1338,CBE,"Coimbatore Main Junction","Uppilipalayam, Tamil Nadu","Tamil Nadu",SR
1339,CBF,"Coimbatore North Junction","Coimbatore, Tamil Nadu","Tamil Nadu",SR
1340,CBG,"Charbhuja Road","Amet, Rajasthan",Rajasthan,NWR
1341,CBH,Chaube,"National Highway 2, Jharkhand",Jharkhand,ECR
1342,CBJ,ClutterbuckGanj,"Bareilly, Uttar Pradesh","Uttar Pradesh",NR
1343,CBK,"Chachaura Binaganj","Guna, Madhya Pradesh","Madhya Pradesh",WCR
1344,CBM,Cumbum,"Cumbum, Andhra Pradesh","Andhra Pradesh",SCR
1345,CBN,"Chit Baragaon","Chitbaragaon, Uttar Pradesh","Uttar Pradesh",NER
1346,CBP,"Chik Ballapur","Chik Ballapur, Karnataka",Karnataka,SWR
1347,CBR,Chaubepur,"NH 91, Uttar Pradesh","Uttar Pradesh",NER
1348,CBSA,Chaibasa,"National Highway 75, Jharkhand",Jharkhand,SER
1349,CBT,Charbatia,"Cuttack, Orissa",Orissa,ECoR
1350,CBU,"Chinna Babu Samudram","Villupuram, Tamil Nadu","Tamil Nadu",SR
1351,CBX,"Chand Bhan","Jaitu, Punjab",Punjab,NR
1352,CBZ,Churaibari,"Churaibari, Tripura",Tripura,NFR
1353,CC,"Chauri Chaura","Chauri Choura, Uttar Pradesh","Uttar Pradesh",NER
1354,CCA,Chigicherla,"Chennai - Anantpur Rd, Andhra Pradesh","Andhra Pradesh",SCR
1355,CCD,Chichonda,"NH 69, Madhya Pradesh","Madhya Pradesh",CR
1356,CCH,Chinchvad,"Pimpri Chinchwad, Maharashtra",Maharashtra,CR
1357,CCI,Chinnekuntapali,"Chennai - Anantpur Rd, Andhra Pradesh","Andhra Pradesh",SCR
1358,CCK,Chichaki,"National Highway 2, Jharkhand",Jharkhand,ECR
1359,CCL,Chanchelav,"NH 59, Gujarat",Gujarat,WR
1360,CCP,"Chhuchhapura Junction","SH 159, Gujarat",Gujarat,WR
1361,CCT,"Kakinada Town","East Godavari, Andhra Pradesh","Andhra Pradesh",SCR
1362,CD,Chandrapur,"Chandrapur, Maharashtra",Maharashtra,CR
1363,CDA,Chuda,"State Highway 38, Gujarat",Gujarat,WR
1364,CDAE,Chandanpur,"State Highway 2, West Bengal","West Bengal",ER
1365,CDB,Chaudhribandh,"Maipatoli, Jharkhand",Jharkhand,ECR
1366,CDD,Chandod,"State Highway 160, Gujarat",Gujarat,WR
1367,CDG,Chandigarh,"Darua, Chandigarh",Chandigarh,NR
1368,CDGR,"Chandrakona Road","Chandrakona Rd, West Bengal","West Bengal",SER
1369,CDH,Chakdaha,"Chakdaha, West Bengal","West Bengal",ER
1370,CDI,Chandni,"East Nimar, Madhya Pradesh","Madhya Pradesh",CR
1371,CDK,"Chandkhera Road","Ahmedabad, Gujarat",Gujarat,WR
1372,CDL,Chodiala,"MDR 163W, Uttar Pradesh","Uttar Pradesh",NR
1373,CDLD,Chandlodiya,"Ahmadabad, Gujarat",Gujarat,WR
1374,CDM,Chidambaram,"Chidambaram, Tamil Nadu","Tamil Nadu",SR
1375,CDMA,Chandeshwarsthan,"Chandeshwarsthan, Bihar",Bihar,ECR
1376,CDMR,"Chandauli Majhwar","National Highway 2, Uttar Pradesh","Uttar Pradesh",ECR
1377,CDNR,Chandanagar,"Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
1378,CDQ,Chadotar,"National Highway 14, Gujarat",Gujarat,WR
1379,CDRA,Chandera,"Kasaragod, Kerala",Kerala,SR
1380,CDRL,Chhandrauli,"Chandrauli Railway Station, Uttar Pradesh","Uttar Pradesh",NR
1381,CDS,Chandisar,"Banaskantha, Gujarat",Gujarat,WR
1382,CDSL,Chandresal,"Kota, Rajasthan",Rajasthan,WCR
1383,CE,Chharodi,"SH 17, Gujarat",Gujarat,WR
1384,CEL,Chebrol,"West Godavari District, Andhra Pradesh","Andhra Pradesh",SCR
1385,CEM,Cheekategalapalem,"Vinukonda, Andhra Pradesh","Andhra Pradesh",SCR
1386,CEU,Chiheru,"Jalandhar District, Punjab",Punjab,NR
1387,CFG,Chakiting,"Dhodar Ali, Assam",Assam,NFR
1388,CG,Canning,"Canning, West Bengal","West Bengal",ER
1389,CGA,Chengel,"National Highway 6, West Bengal","West Bengal",SER
1390,CGF,Charali,"Madhubon to Naoholia Rd, Assam",Assam,NFR
1391,CGH,Cholang,"Adda Cholang, Punjab",Punjab,NR
1392,CGHD,Chinnadagudi,"Nanjungudu-Chamarajanagara Rd, Karnataka",Karnataka,SWR
1393,CGI,Chandragiri,"Narasingapuram, Andhra Pradesh","Andhra Pradesh",SCR
1394,CGKP,Chandagirikopal,"State Highway 7, Karnataka",Karnataka,SWR
1395,CGKR,Chandagirikopal,"State Highway 7, Karnataka",Karnataka,?
1396,CGL,Chengalpattu,"Kanchipuram, Tamil Nadu","Tamil Nadu",SR
1397,CGLA,Changotola,,,?
1398,CGN,Chirgaon,"Chiragaon, Uttar Pradesh","Uttar Pradesh",NCR
1399,CGO,Chhidgaon,"Harda, Madhya Pradesh","Madhya Pradesh",WCR
1400,CGON,Chaygaon,"National Highway 37, Assam",Assam,NFR
1401,CGR,"Chandan Nagar","Chandannagar, West Bengal","West Bengal",ER
1402,CGS,Changsari,"Changsari, Assam",Assam,NFR
1403,CGTA,Chegunta,"State Highway 51, Karnataka",Karnataka,SCR
1404,CGV,Chingavanam,"Chingavanam, Kerala",Kerala,SR
1405,CGX,Chargola,"National Highway 44, Assam",Assam,NFR
1406,CGY,Changanassery,"Ph: 0481- 2420108, Kerala",Kerala,SR
1407,CH,"Chandausi Junction","Chandausi, Uttar Pradesh","Uttar Pradesh",NR
1408,CHA,Chawapail,"Ludhiana, Punjab",Punjab,NR
1409,CHAR,Charmal,"Orissa, Orissa",Orissa,ECoR
1410,CHB,Chabua,"Chabua, Assam",Assam,NFR
1411,CHBN,"Chandkhira Bagn","National Highway 44, Assam",Assam,NFR
1412,CHBR,"Chaure Bazar","State Highway 9, Uttar Pradesh","Uttar Pradesh",NR
1413,CHBS,Chaubisi,"National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
1414,CHBT,Chakarbhatha,"Bilaspur, Chhattisgarh",Chhattisgarh,SECR
1415,CHC,Chanchai,"Chanchai, West Bengal","West Bengal",ER
1416,CHCR,Chacher,"Nagpur, Maharashtra",Maharashtra,SECR
1417,CHD,"Chandia Road","National Highway 78, Madhya Pradesh","Madhya Pradesh",SECR
1418,CHDX,Chhada,,,SECR
1419,CHE,"Srikakulam Road","Amadalavalasa, Andhra Pradesh","Andhra Pradesh",ECoR
1420,CHG,"Mumbai Chinchpokli","Mumbai, Maharashtra",Maharashtra,CR
1421,CHH,Chaukhandi,"Varanasi, Uttar Pradesh","Uttar Pradesh",NR
1422,CHHU,Chhanva,"Mayurbhanj, Orissa",Orissa,SER
1423,CHI,Chiplun,"Chiplun, Maharashtra",Maharashtra,KR
1424,CHJ,Chata,"Chhata, Uttar Pradesh","Uttar Pradesh",NCR
1425,CHK,Chakeri,"Kanpur, Uttar Pradesh","Uttar Pradesh",NCR
1426,CHKB,"Chakki Bank","Pathankot, Punjab",Punjab,NR
1427,CHKE,Challakere,"Chitradurga, Karnataka",Karnataka,SWR
1428,CHL,Chola,"Tahsil Bulandshahar, Uttar Pradesh","Uttar Pradesh",NCR
1429,CHLK,Chavalkhede,"State Highway 185, Maharashtra",Maharashtra,WR
1430,CHLR,Chhalesar,"Agra Cantt, Uttar Pradesh","Uttar Pradesh",NCR
1431,CHM,Chalthan,"Kadodra, Gujarat",Gujarat,WR
1432,CHN,Chhina,"Ghuman Kalan Rd, Punjab",Punjab,NR
1433,CHNN,Channani,"Chaksu, Rajasthan",Rajasthan,NWR
1434,CHNR,"Chhan Arorian","Chhan Arorian, Jammu and Kashmir","Jammu and Kashmir",NR
1435,CHP,Chhapi,"Banaskantha, Gujarat",Gujarat,WR
1436,CHPD,"Cheppad Halt","Cheppad Railway Station Rd, Kerala",Kerala,SR
1437,CHR,Chilkahar,"State Highway 34, Uttar Pradesh","Uttar Pradesh",NER
1438,CHRA,Chharra,"Purulia, West Bengal","West Bengal",SER
1439,CHRG,Chorgi,"Bijapur, Karnataka",Karnataka,SWR
1440,CHRM,Chirmiri,"Chirimiri, Chhattisgarh",Chhattisgarh,SECR
1441,CHRU,Chamrua,"Chamrua, Uttarakhand",Uttarakhand,NER
1442,CHSM,"Chinna Salem","Chinnasalem, Tamil Nadu","Tamil Nadu",SR
1443,CHT,Champahati,"Baruipur-Champahati Rd, West Bengal","West Bengal",ER
1444,CHTI,Chaneti,"Chaneti, Uttar Pradesh","Uttar Pradesh",NR
1445,CHTT,"Chitta Halt","Chitta Halt, Uttar Pradesh","Uttar Pradesh",NCR
1446,CHU,Champion,"KGF, Karnataka",Karnataka,SWR
1447,CHV,Cheruvathur,"Kasaragod district, Kerala",Kerala,SR
1448,CHWT,Chhaprawat,"SH 18, Uttar Pradesh","Uttar Pradesh",NR
1449,CHZ,Charlapalli,"Cherlapalli, Andhra Pradesh","Andhra Pradesh",SCR
1450,CI,"Chhapra Kacheri","Chhapra, Bihar",Bihar,NER
1451,CIA,Chheharta,"Amritsar, Punjab",Punjab,NR
1452,CID,Chiraidongri,"Chiraidongri, Madhya Pradesh","Madhya Pradesh",SECR
1453,CIH,Chilhia,"State Highway 1A, Uttar Pradesh","Uttar Pradesh",NER
1454,CII,Chettiyapatti,"Thiruchi-Dhindukkal Rd, Tamil Nadu","Tamil Nadu",SR
1455,CIK,Chiksana,"Bharatpur, Rajasthan",Rajasthan,NCR
1456,CIL,"Chilbila Junction","Pratapgarh, Uttar Pradesh","Uttar Pradesh",NR
1457,CIO,"Chikhli Road","SH 179, Gujarat",Gujarat,WR
1458,CIT,Chitali,"Ahmadnagar, Maharashtra",Maharashtra,CR
1459,CIV,Chinnaravuru,"Tenali, Andhra Pradesh","Andhra Pradesh",SCR
1460,CJ,Kanchipuram,"Kanchipuram, Tamil Nadu","Tamil Nadu",SR
1461,CJA,Chongajan,"local Rd, Assam",Assam,NFR
1462,CJE,"Kanchipuram East","Kanchipuram, Tamil Nadu","Tamil Nadu",SR
1463,CJL,Chajli,"Jakhal Rd, Punjab",Punjab,NR
1464,CJM,"Chinna Ganjam","Chinna Ganjam, Andhra Pradesh","Andhra Pradesh",SCR
1465,CJN,Chhatna,"Chhatna, West Bengal","West Bengal",SER
1466,CJQ,Champajharam,"National Highway 23, Orissa",Orissa,SER
1467,CJR,Chamaraj,"State Highway 17, Gujarat",Gujarat,WR
1468,CJS,"Charamula Kusum","Bhansuli Kotpad PMGSY Rd, Chhattisgarh",Chhattisgarh,ECoR
1469,CJW,Chajawa,"Baren, Rajasthan",Rajasthan,WCR
1470,CK,Chiksugar,"State Highway 13, Karnataka",Karnataka,SCR
1471,CKA,"Chak Pakhhewala","Chimne Wala, Punjab",Punjab,NR
1472,CKB,"Chauth ka Barwara","Sawai Madhopur, Rajasthan",Rajasthan,NWR
1473,CKD,"Charkhi Dadri","Dist. Bhiwani, Haryana",Haryana,NWR
1474,CKDL,Chakdayala,"Chhan Rorian, Jammu and Kashmir","Jammu and Kashmir",NR
1475,CKE,"Choki Sorath","National Highway 8D, Gujarat",Gujarat,WR
1476,CKG,"Chowka Ghat","SH 13, Uttar Pradesh","Uttar Pradesh",NER
1477,CKH,Chakand,"Chakand, Bihar",Bihar,ECR
1478,CKI,Chalakkudy,"Ph: 0480- 2701368, Kerala",Kerala,SR
1479,CKK,Chakarpur,"National Highway 125, Uttarakhand",Uttarakhand,NER
1480,CKKN,"Chak Kalan","National Highway 1A, Punjab",Punjab,NR
1481,CKLA,"Chak Banwala","Chimne Wala, Punjab",Punjab,NR
1482,CKLT,"Chak Kali Lait","SH 78, Uttar Pradesh","Uttar Pradesh",NR
1483,CKM,"Chauki Man","Chauki Maan, Punjab",Punjab,NR
1484,CKMI,"Chhotaki Masaudhi Halt",,,?
1485,CKN,"Chinta Kani","Chinta Kani Station, Andhra Pradesh","Andhra Pradesh",SCR
1486,CKNA,Chikna,,,ECR
1487,CKNI,"Chikni Road","Chandrapur, Maharashtra",Maharashtra,CR
1488,CKOD,Chakrod,"Shujalpur, Madhya Pradesh","Madhya Pradesh",WR
1489,CKP,Chakradharpur,"Chakradharpur (West Singhbhum), Jharkhand",Jharkhand,SER
1490,CKR,"Chikodi Road","Belagavi, Karnataka",Karnataka,SWR
1491,CKS,Chaksu,"Dist. Jaipur, Rajasthan",Rajasthan,NWR
1492,CKSR,"Chak Safaura Halt","Mighauna, Uttar Pradesh","Uttar Pradesh",NER
1493,CKTD,Chitrakoot,"Chitrakoot Karvi, Uttar Pradesh","Uttar Pradesh",NCR
1494,CKU,Chakulia,"State Highway 4, West Bengal","West Bengal",SER
1495,CKV,Cherukuvada,"Cherukawada, Andhra Pradesh","Andhra Pradesh",SCR
1496,CKVD,Chikkandawadi,"Chikkandawadi, Karnataka",Karnataka,SWR
1497,CKW,Chalkhoa,"Dibrugarh, Assam",Assam,NFR
1498,CKX,Chakur,"MSH3, Maharashtra",Maharashtra,SCR
1499,CKYD,"Chakra Road","Chakara Road Halt, Uttar Pradesh","Uttar Pradesh",NER
1500,CLA,"Kurla Junction","Mumbai, Maharashtra",Maharashtra,CR
1501,CLC,Chalala,"Chalala, Gujarat",Gujarat,WR
1502,CLD,"Chalsa Jn","Chalsa, West Bengal","West Bengal",NFR
1503,CLDR,Chilikidara,"Orissa, Orissa",Orissa,ECoR
1504,CLDY,Chandlodiya,"Ahmedabad, Gujarat",Gujarat,WR
1505,CLE,Chintalpalli,"Narsampet Rd, Andhra Pradesh","Andhra Pradesh",SCR
1506,CLF,Chhulha,"Mauhari, Madhya Pradesh","Madhya Pradesh",SECR
1507,CLG,Kahalgaon,"Bhagalpur, Bihar",Bihar,ER
1508,CLI,Chalgeri,"Chalageri, Karnataka",Karnataka,SWR
1509,CLJ,ColonelGanj,"Colonelganj, Uttar Pradesh","Uttar Pradesh",NER
1510,CLKA,Chilka,"Barkul, Orissa",Orissa,ECoR
1511,CLN,Kollidam,"Vallampadugai, Tamil Nadu","Tamil Nadu",SR
1512,CLO,Chilo,"National Highway 89, Rajasthan",Rajasthan,NWR
1513,CLR,"Castle Rock","National Highway 4A, Karnataka",Karnataka,SWR
1514,CLT,"Kozhikode Main","Calicut, Kerala",Kerala,SR
1515,CLU,Chilakalapudi,"Machilipatnam, Andhra Pradesh","Andhra Pradesh",SCR
1516,CLVR,Chiluvur,"Chiluvuru, Andhra Pradesh","Andhra Pradesh",SCR
1517,CLW,Chilwariya,"Bahraich, Uttar Pradesh","Uttar Pradesh",NER
1518,CLX,Chirala,"Chirala, Andhra Pradesh","Andhra Pradesh",SCR
1519,CM,Campierganj,"National Highway 29, Uttar Pradesh","Uttar Pradesh",NER
1520,CMA,Cinnamara,"Cinnamora, Assam",Assam,NFR
1521,CMC,Chemancheri,"Dist. Kozhikode, Kerala",Kerala,SR
1522,CMDP,Chimidipalli,"Borra, Andhra Pradesh","Andhra Pradesh",ECoR
1523,CMJ,Chamarajapuram,"Mysore, Karnataka",Karnataka,SWR
1524,CMK,Chamak,"Amravati, Maharashtra",Maharashtra,CR
1525,CMMG,"Chamunda Marg","Chamunda Marg, Himachal Pradesh","Himachal Pradesh",NR
1526,CMNR,Chamarajanagar,"Chamarajnagar, Karnataka",Karnataka,SWR
1527,CMP,Chromepet,"Chromepet, Tamil Nadu","Tamil Nadu",SR
1528,CMR,Chamrola,"MDR 106W, Uttar Pradesh","Uttar Pradesh",NCR
1529,CMU,"Chau Mahla","Jhalawar, Rajasthan",Rajasthan,WCR
1530,CMW,"Chima Pahad","Khammam, Andhra Pradesh","Andhra Pradesh",SCR
1531,CMX,Chamagram,"NH34, West Bengal","West Bengal",ER
1532,CMZ,Chalama,"Kurnool, Andhra Pradesh","Andhra Pradesh",SCR
1533,CNA,Chanderiya,"Chittorgarh, Rajasthan",Rajasthan,WR
1534,CNB,"Kanpur Central","Kanpur, Uttar Pradesh","Uttar Pradesh",NCR
1535,CNBI,Chandari,"Kanpur, Uttar Pradesh","Uttar Pradesh",NCR
1536,CNC,Chinchli,"Belagavi, Karnataka",Karnataka,SWR
1537,CND,Chandur,"Amravati, Maharashtra",Maharashtra,CR
1538,CNDM,"Chandi Mandir","Panchkula, Chandigarh",Chandigarh,NR
1539,CNE,Chandranathpur,"National Highway 54, Assam",Assam,NFR
1540,CNF,Chianki,"National Highway 75, Jharkhand",Jharkhand,ECR
1541,CNGR,Chengannur,"Ph: 0479-2452340, Kerala",Kerala,SR
1542,CNH,Chaunrah,"National Highway 25, Uttar Pradesh","Uttar Pradesh",NCR
1543,CNHL,"Chink Hill","State Highway 77, Maharashtra",Maharashtra,CR
1544,CNI,"Chandil Junction","Chandil, Jharkhand",Jharkhand,SER
1545,CNJ,"Chander Nagar","Sahibabad Industrial Area Site 4, Uttar Pradesh","Uttar Pradesh",NR
1546,CNK,Chandok,"Chandok, Uttar Pradesh","Uttar Pradesh",NR
1547,CNKP,Chanakyapuri,"Chanakyapuri, Delhi NCT","Delhi NCT",NR
1548,CNL,Chandawal,"Pali, Rajasthan",Rajasthan,NWR
1549,CNN,"Chintaman Ganes","Ujjain, Madhya Pradesh","Madhya Pradesh",WR
1550,CNO,Cancona,"Ph:-0832-2643331., Goa",Goa,KR
1551,CNPI,Chandanpahari,"Chandanpahari, Jharkhand",Jharkhand,ER
1552,CNPR,Chainpur,,,ECR
1553,CNR,Chandar,"CHANRA (chandor), Goa",Goa,SWR
1554,CNS,Chuchura,"Hooghly-Chinsurah, West Bengal","West Bengal",ER
1555,CNT,"Contai Road","Belda, West Bengal","West Bengal",SER
1556,CNX,"Chandauna Halt","Chandauna, Bihar",Bihar,ECR
1557,COA,"Kakinada Port","Kakinada, Andhra Pradesh","Andhra Pradesh",SCR
1558,COB,"Cooch Behar","Cooch Behar, West Bengal","West Bengal",NFR
1559,COD,"Chhota Gudha","Ringas, Rajasthan",Rajasthan,NWR
1560,COE,Chitrod,"Kutch, Gujarat",Gujarat,WR
1561,COI,Cheoki,"Allahabad, Uttar Pradesh","Uttar Pradesh",NCR
1562,COL,Coromandel,"KGF, Karnataka",Karnataka,SWR
1563,COM,"Chomun Samod","Chomun, Rajasthan",Rajasthan,NWR
1564,COO,"Chhoti Odai","SH 25, Rajasthan",Rajasthan,WCR
1565,COR,Chittaurgarh,"Chittorgarh, Rajasthan",Rajasthan,WR
1566,CPA,"Kanpur Anwarganj","Kanpur, Uttar Pradesh","Uttar Pradesh",NER
1567,CPB,"Kanpur Bridge Left Bank","Kanpur, Uttar Pradesh","Uttar Pradesh",NR
1568,CPBH,Chiraila,"Barun, Bihar",Bihar,ECR
1569,CPD,Chinchpada,"National Highway 6, Maharashtra",Maharashtra,WR
1570,CPDR,Chhipadohar,"Chipadohar bypass, Jharkhand",Jharkhand,ECR
1571,CPE,Chandiposi,"National Highway 23, Orissa",Orissa,SER
1572,CPH,Champa,"National Highway 200 (07819-245767), Chhattisgarh",Chhattisgarh,SECR
1573,CPJ,"Kaptanganj Junction","Captainganj, Uttar Pradesh","Uttar Pradesh",NER
1574,CPK,"Chaparmukh Junction","Chaparmukh, Assam",Assam,NFR
1575,CPL,Chakarlapalli,"Somandepalle, Andhra Pradesh","Andhra Pradesh",SWR
1576,CPLE,Chinpai,"National Highway 60, West Bengal","West Bengal",ER
1577,CPN,"Champaner Road Junction","Panchmahal, Gujarat",Gujarat,WR
1578,CPP,Chipurupalle,"Cheepurupalli, Andhra Pradesh","Andhra Pradesh",ECoR
1579,CPQ,Chaprakata,"National Highway 31C, Assam",Assam,NFR
1580,CPR,"Chhapra Junction","Chapra, Bihar",Bihar,NER
1581,CPS,"Chand Siau","Chandpur, Uttar Pradesh","Uttar Pradesh",NR
1582,CPT,Channapatna,"Channapatna, Karnataka",Karnataka,SWR
1583,CPU,Chopan,"Chopan, Uttar Pradesh","Uttar Pradesh",ECR
1584,CQA,Cherukara,"Cherukara, Kerala",Kerala,SR
1585,CQL,Chirakkal,"Kannur district, Kerala",Kerala,SR
1586,CQR,Champapukur,"Kholapota, West Bengal","West Bengal",ER
1587,CQS,"Capper Quarry","Cuddalore Township, Tamil Nadu","Tamil Nadu",SR
1588,CRC,"Charkhari Road","Charkhari, Uttar Pradesh","Uttar Pradesh",NCR
1589,CRD,"Mumbai Currey Road","Mumbai, Maharashtra",Maharashtra,CR
1590,CRE,"Charghat Piparia","Guwarighat, Madhya Pradesh","Madhya Pradesh",SECR
1591,CRG,"Churaman Nagri","SH 33, Rajasthan",Rajasthan,WCR
1592,CRJ,Chittaranjan,"Kalyaneshwari to Dendua, West Bengal","West Bengal",ER
1593,CRK,Charkhera,"Harda, Madhya Pradesh","Madhya Pradesh",WCR
1594,CRKR,Chaurakheri,"Chaurakher, Rajasthan",Rajasthan,WCR
1595,CRL,Choral,"SH 27, Madhya Pradesh","Madhya Pradesh",WR
1596,CRLM,Carmelaram,"Bengaluru, Karnataka",Karnataka,SWR
1597,CRN,Charegaon,"State Highway 11, Madhya Pradesh","Madhya Pradesh",SECR
1598,CRND,"Choranda Junction","Choranda, Gujarat",Gujarat,WR
1599,CROA,Chautara,"Chautara, Assam",Assam,NFR
1600,CRP,Chandrapura,"Chandrapura railway Junction, Jharkhand",Jharkhand,ECR
